file_path,line_number,code_snippet,category,severity,suggested_token_name,suggested_replacement_snippet,justification
BabciaTobiasz/Shared/Components/LoadingIndicatorView.swift,91,".shadow(color: .black.opacity(0.1), radius: 10, x: 0, y: 4)",Shadow,High,elevation.level.2,.shadow(theme.elevation.level.2),Shadow literals couple elevation to specific values and are hard to tune globally.
BabciaTobiasz/Shared/Components/LoadingIndicatorView.swift,152,Color.black.opacity(0.3),Color,High,palette.neutral,theme.palette.neutral,Literal colors bypass palette control and break theming consistency.
BabciaTobiasz/Shared/Components/OnboardingView.swift,22,accentColor: .blue,Color,High,palette.primary,theme.palette.primary,Literal colors bypass palette control and break theming consistency.
BabciaTobiasz/Shared/Components/OnboardingView.swift,34,accentColor: .purple,Color,High,palette.primary,theme.palette.primary,Literal colors bypass palette control and break theming consistency.
BabciaTobiasz/Shared/Components/SkeletonLoadingView.swift,153,"colors: [.clear, .white.opacity(0.2), .clear],",Color,High,palette.neutral,theme.palette.neutral,Literal colors bypass palette control and break theming consistency.
BabciaTobiasz/Shared/Components/SkeletonLoadingView.swift,244,"LinearGradient(colors: [.blue.opacity(0.3), .cyan.opacity(0.3)], startPoint: .top, endPoint: .bottom)",Color,High,palette.primary,theme.palette.primary,Literal colors bypass palette control and break theming consistency.
BabciaTobiasz/Shared/Components/SkeletonLoadingView.swift,244,"LinearGradient(colors: [.blue.opacity(0.3), .cyan.opacity(0.3)], startPoint: .top, endPoint: .bottom)",Gradient,High,backgrounds.gradient.hero,theme.backgrounds.gradient.hero,Gradient color literals tie visuals to specific hues rather than themed background tokens.
BabciaTobiasz/Shared/Extensions/Color+Extensions.swift,20,static let appAccent = Color.blue,Color,High,palette.primary,theme.palette.primary,Literal colors bypass palette control and break theming consistency.
BabciaTobiasz/Shared/Extensions/View+Extensions.swift,77,.background(Color(UIColor.systemBackground)),Color,High,palette.primary,theme.palette.primary,Literal colors bypass palette control and break theming consistency.
BabciaTobiasz/Shared/Styles/LiquidGlassStyle.swift,144,"colors: [Color(nsColor: .windowBackgroundColor), Color(nsColor: .controlBackgroundColor)],",Color,High,palette.primary,theme.palette.primary,Literal colors bypass palette control and break theming consistency.
BabciaTobiasz/App/BabciaTobiaszAppView.swift,81,VStack(spacing: 24) {,Spacing,Medium,grid.l,theme.grid.l,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/App/BabciaTobiaszAppView.swift,83,.font(.system(size: 60)),Typography,Medium,typography.body,.font(theme.typography.body),Hardcoded fonts and text styles bypass the typography scale and are hard to update safely.
BabciaTobiasz/App/BabciaTobiaszAppView.swift,84,.foregroundStyle(.red),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/App/BabciaTobiaszAppView.swift,87,.font(.title.bold()),Typography,Medium,typography.body,.font(theme.typography.body),Hardcoded fonts and text styles bypass the typography scale and are hard to update safely.
BabciaTobiasz/App/BabciaTobiaszAppView.swift,91,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/App/BabciaTobiaszAppView.swift,96,.font(.caption),Typography,Medium,typography.body,.font(theme.typography.body),Hardcoded fonts and text styles bypass the typography scale and are hard to update safely.
BabciaTobiasz/App/BabciaTobiaszAppView.swift,97,.foregroundStyle(.tertiary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/App/LaunchView.swift,49,VStack(spacing: 24) {,Spacing,Medium,grid.l,theme.grid.l,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/App/LaunchView.swift,59,".offset(x: 30, y: 20)",Spacing,Medium,motion.offset,theme.motion.offset,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/App/LaunchView.swift,63,VStack(spacing: 8) {,Spacing,Medium,grid.l,theme.grid.l,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/App/LaunchView.swift,69,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/App/LaunchView.swift,75,".padding(.top, 20)",Spacing,Medium,grid.m,theme.grid.m,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/App/MainTabView.swift,50,.font(.system(size: 10)),Typography,Medium,typography.body,.font(theme.typography.body),Hardcoded fonts and text styles bypass the typography scale and are hard to update safely.
BabciaTobiasz/App/MainTabView.swift,51,".offset(x: 8, y: -8)",Spacing,Medium,motion.offset,theme.motion.offset,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/App/MainTabView.swift,160,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/DesignSystem/DesignSystemTheme.swift,377,".blue.opacity(0.3), .purple.opacity(0.2), .cyan.opacity(0.3)",Opacity,Medium,elevation.overlayDim,.opacity(theme.elevation.overlayDim),Literal opacity values prevent centralized control of overlays and emphasis levels. Exception: design system token definitions may intentionally use literals.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,497,"VStack(alignment: .leading, spacing: 8) {",Spacing,Medium,grid.l,theme.grid.l,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,498,HStack(spacing: 8) {,Spacing,Medium,grid.l,theme.grid.l,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,505,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,511,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,519,".padding(.vertical, 6)",Spacing,Medium,grid.m,theme.grid.m,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,544,HStack(spacing: 6) {,Spacing,Medium,grid.l,theme.grid.l,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,547,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,550,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,553,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,580,"VStack(alignment: .leading, spacing: 6) {",Spacing,Medium,grid.l,theme.grid.l,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,592,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,595,".padding(.top, 4)",Spacing,Medium,grid.m,theme.grid.m,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,603,"VStack(alignment: .leading, spacing: 8) {",Spacing,Medium,grid.l,theme.grid.l,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,608,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,611,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,622,"VStack(alignment: .leading, spacing: 12) {",Spacing,Medium,grid.l,theme.grid.l,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,625,".padding(.horizontal, 4)",Spacing,Medium,grid.m,theme.grid.m,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,629,"VStack(alignment: .leading, spacing: 8) {",Spacing,Medium,grid.l,theme.grid.l,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,634,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,668,".offset(x: 12, y: -8)",Spacing,Medium,motion.offset,theme.motion.offset,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,702,"VStack(alignment: .leading, spacing: 8) {",Spacing,Medium,grid.l,theme.grid.l,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,707,.foregroundStyle(.secondary),ButtonStyle,Medium,palette.action,theme.palette.action,Passing literal colors to button styles bypasses action tokens and state theming.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,716,".padding(.top, 4)",Spacing,Medium,grid.m,theme.grid.m,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
BabciaTobiasz/Features/Areas/AreaDetailView.swift,734,"VStack(alignment: .trailing, spacing: 6) {",Spacing,Medium,grid.l,theme.grid.l,Numeric layout literals bypass the spacing scale and make rhythm inconsistent across screens.
